operating_day,line_id,stop_id,arrival,departure,vehicle_seats,passengers,hari,day_of_week,jenis_hari,jam,jam_kategori,tanggal,occupancy_rate,cuaca,biaya_operasional,prioritas_rute,is_peak_hour
2026-01-22,BUS-12,STOP-010,2026-01-22 20:03:00,2026-01-22 20:09:00,50,50,Thursday,3,Weekday,20,Malam,2026-01-22,100.0,Hujan,750000.0,Tinggi,0
2026-01-21,BRT-02,STOP-008,2026-01-21 08:49:00,2026-01-21 08:51:00,60,74,Wednesday,2,Weekday,8,Pagi Sibuk,2026-01-21,123.33333333333334,Hujan Ringan,750000.0,Tinggi,1
2026-01-10,MRT-01,STOP-015,2026-01-10 06:09:00,2026-01-10 06:17:00,50,55,Saturday,5,Weekend,6,Pagi Sibuk,2026-01-10,110.00000000000001,Hujan,750000.0,Tinggi,1
2026-01-09,MRT-01,STOP-006,2026-01-09 10:28:00,2026-01-09 10:33:00,45,46,Friday,4,Weekday,10,Siang,2026-01-09,102.22222222222221,Hujan Ringan,750000.0,Tinggi,0
2026-01-12,LRT-02,STOP-016,2026-01-12 21:11:00,2026-01-12 21:13:00,50,37,Monday,0,Weekday,21,Malam,2026-01-12,74.0,Berawan,750000.0,Sedang,0
2026-02-01,BUS-07,STOP-007,2026-02-01 06:25:00,2026-02-01 06:33:00,35,5,Sunday,6,Weekend,6,Pagi Sibuk,2026-02-01,14.285714285714285,Cerah,750000.0,Rendah,1
2026-01-06,BUS-12,STOP-009,2026-01-06 08:41:00,2026-01-06 08:49:00,80,72,Tuesday,1,Weekday,8,Pagi Sibuk,2026-01-06,90.0,Berawan,1500000.0,Tinggi,1
2026-01-07,MRT-01,STOP-008,2026-01-07 22:03:00,2026-01-07 22:08:00,35,63,Wednesday,2,Weekday,22,Malam,2026-01-07,180.0,Cerah,750000.0,Tinggi,0
2026-02-12,LRT-02,STOP-017,2026-02-12 06:44:00,2026-02-12 06:54:00,80,33,Thursday,3,Weekday,6,Pagi Sibuk,2026-02-12,41.25,Berawan,1500000.0,Rendah,1
2026-01-15,LRT-02,STOP-014,2026-01-15 13:52:00,2026-01-15 13:57:00,50,12,Thursday,3,Weekday,13,Siang,2026-01-15,24.0,Cerah,750000.0,Rendah,0
2026-01-18,LRT-02,STOP-004,2026-01-18 19:07:00,2026-01-18 19:11:00,50,46,Sunday,6,Weekend,19,Sore Sibuk,2026-01-18,92.0,Berawan,750000.0,Tinggi,1
2026-02-14,BUS-07,STOP-012,2026-02-14 06:31:00,2026-02-14 06:36:00,80,14,Saturday,5,Weekend,6,Pagi Sibuk,2026-02-14,17.5,Hujan,1500000.0,Rendah,1
2026-01-19,MRT-01,STOP-016,2026-01-19 12:34:00,2026-01-19 12:44:00,80,52,Monday,0,Weekday,12,Siang,2026-01-19,65.0,Cerah,1500000.0,Sedang,0
2026-02-02,BUS-07,STOP-007,2026-02-02 12:53:00,2026-02-02 13:00:00,45,38,Monday,0,Weekday,12,Siang,2026-02-02,84.44444444444444,Cerah,750000.0,Sedang,0
2026-01-21,LRT-02,STOP-006,2026-01-21 10:30:00,2026-01-21 10:41:00,45,32,Wednesday,2,Weekday,10,Siang,2026-01-21,71.11111111111111,Cerah,750000.0,Sedang,0
2026-01-04,LRT-02,STOP-017,2026-01-04 11:27:00,2026-01-04 11:36:00,35,34,Sunday,6,Weekend,11,Siang,2026-01-04,97.14285714285714,Berawan,750000.0,Tinggi,0
2026-01-18,BRT-02,STOP-005,2026-01-18 20:30:00,2026-01-18 20:37:00,60,26,Sunday,6,Weekend,20,Malam,2026-01-18,43.333333333333336,Hujan Ringan,750000.0,Rendah,0
2026-01-24,BUS-12,STOP-017,2026-01-24 19:05:00,2026-01-24 19:13:00,80,34,Saturday,5,Weekend,19,Sore Sibuk,2026-01-24,42.5,Cerah,1500000.0,Rendah,1
2026-01-03,BUS-12,STOP-010,2026-01-03 16:21:00,2026-01-03 16:32:00,80,31,Saturday,5,Weekend,16,Sore Sibuk,2026-01-03,38.75,Berawan,1500000.0,Rendah,1
2026-02-14,LRT-02,STOP-002,2026-02-14 05:50:00,2026-02-14 05:57:00,35,59,Saturday,5,Weekend,5,Dini Hari,2026-02-14,168.57142857142858,Hujan Ringan,750000.0,Tinggi,0
2026-01-02,BUS-07,STOP-008,2026-01-02 11:46:00,2026-01-02 11:50:00,35,2,Friday,4,Weekday,11,Siang,2026-01-02,5.714285714285714,Hujan,750000.0,Rendah,0
2026-01-21,LRT-02,STOP-017,2026-01-21 05:48:00,2026-01-21 05:58:00,60,24,Wednesday,2,Weekday,5,Dini Hari,2026-01-21,40.0,Hujan,750000.0,Rendah,0
2026-01-17,LRT-02,STOP-014,2026-01-17 20:14:00,2026-01-17 20:20:00,35,34,Saturday,5,Weekend,20,Malam,2026-01-17,97.14285714285714,Berawan,750000.0,Tinggi,0
2026-01-07,BRT-02,STOP-014,2026-01-07 13:04:00,2026-01-07 13:15:00,50,37,Wednesday,2,Weekday,13,Siang,2026-01-07,74.0,Hujan,750000.0,Sedang,0
2026-02-08,BRT-02,STOP-007,2026-02-08 20:32:00,2026-02-08 20:39:00,80,27,Sunday,6,Weekend,20,Malam,2026-02-08,33.75,Hujan Ringan,1500000.0,Rendah,0
2026-01-06,MRT-01,STOP-011,2026-01-06 06:13:00,2026-01-06 06:20:00,80,66,Tuesday,1,Weekday,6,Pagi Sibuk,2026-01-06,82.5,Hujan,1500000.0,Sedang,1
2026-02-14,LRT-02,STOP-008,2026-02-14 18:23:00,2026-02-14 18:26:00,80,36,Saturday,5,Weekend,18,Sore Sibuk,2026-02-14,45.0,Hujan,1500000.0,Rendah,1
2026-01-06,BUS-12,STOP-013,2026-01-06 07:03:00,2026-01-06 07:07:00,60,48,Tuesday,1,Weekday,7,Pagi Sibuk,2026-01-06,80.0,Cerah,750000.0,Sedang,1
2026-01-14,BUS-12,STOP-008,2026-01-14 18:01:00,2026-01-14 18:08:00,35,61,Wednesday,2,Weekday,18,Sore Sibuk,2026-01-14,174.28571428571428,Cerah,750000.0,Tinggi,1
2026-01-20,LRT-02,STOP-014,2026-01-20 17:06:00,2026-01-20 17:11:00,35,63,Tuesday,1,Weekday,17,Sore Sibuk,2026-01-20,180.0,Hujan Ringan,750000.0,Tinggi,1
2026-01-28,BRT-01,STOP-004,2026-01-28 07:25:00,2026-01-28 07:36:00,50,80,Wednesday,2,Weekday,7,Pagi Sibuk,2026-01-28,160.0,Berawan,750000.0,Tinggi,1
2026-01-21,LRT-02,STOP-009,2026-01-21 07:10:00,2026-01-21 07:12:00,35,47,Wednesday,2,Weekday,7,Pagi Sibuk,2026-01-21,134.28571428571428,Berawan,750000.0,Tinggi,1
2026-02-12,MRT-01,STOP-002,2026-02-12 08:44:00,2026-02-12 08:48:00,45,109,Thursday,3,Weekday,8,Pagi Sibuk,2026-02-12,242.2222222222222,Hujan,750000.0,Tinggi,1
2026-01-27,BUS-12,STOP-003,2026-01-27 16:19:00,2026-01-27 16:25:00,80,24,Tuesday,1,Weekday,16,Sore Sibuk,2026-01-27,30.0,Berawan,1500000.0,Rendah,1
2026-01-20,BRT-01,STOP-017,2026-01-20 11:29:00,2026-01-20 11:35:00,45,34,Tuesday,1,Weekday,11,Siang,2026-01-20,75.55555555555556,Cerah,750000.0,Sedang,0
2026-01-30,BRT-02,STOP-007,2026-01-30 05:28:00,2026-01-30 05:39:00,60,37,Friday,4,Weekday,5,Dini Hari,2026-01-30,61.66666666666667,Berawan,750000.0,Sedang,0
2026-01-03,BUS-12,STOP-015,2026-01-03 10:46:00,2026-01-03 10:48:00,60,31,Saturday,5,Weekend,10,Siang,2026-01-03,51.66666666666667,Hujan,750000.0,Rendah,0
2026-02-12,BUS-07,STOP-013,2026-02-12 07:47:00,2026-02-12 07:54:00,50,50,Thursday,3,Weekday,7,Pagi Sibuk,2026-02-12,100.0,Hujan Ringan,750000.0,Tinggi,1
2026-01-18,MRT-01,STOP-006,2026-01-18 19:03:00,2026-01-18 19:07:00,80,36,Sunday,6,Weekend,19,Sore Sibuk,2026-01-18,45.0,Berawan,1500000.0,Rendah,1
2026-02-05,LRT-02,STOP-012,2026-02-05 08:10:00,2026-02-05 08:12:00,45,56,Thursday,3,Weekday,8,Pagi Sibuk,2026-02-05,124.44444444444444,Hujan,750000.0,Tinggi,1
2026-02-09,BUS-07,STOP-015,2026-02-09 07:45:00,2026-02-09 07:53:00,50,66,Monday,0,Weekday,7,Pagi Sibuk,2026-02-09,132.0,Hujan,750000.0,Tinggi,1
2026-01-17,LRT-02,STOP-007,2026-01-17 21:16:00,2026-01-17 21:23:00,35,44,Saturday,5,Weekend,21,Malam,2026-01-17,125.71428571428571,Hujan Ringan,750000.0,Tinggi,0
2026-01-25,BUS-12,STOP-009,2026-01-25 22:53:00,2026-01-25 23:02:00,45,41,Sunday,6,Weekend,22,Malam,2026-01-25,91.11111111111111,Cerah,750000.0,Tinggi,0
2026-01-21,BUS-12,STOP-002,2026-01-21 13:10:00,2026-01-21 13:15:00,45,5,Wednesday,2,Weekday,13,Siang,2026-01-21,11.11111111111111,Hujan,750000.0,Rendah,0
2026-01-05,BRT-01,STOP-016,2026-01-05 18:42:00,2026-01-05 18:45:00,50,66,Monday,0,Weekday,18,Sore Sibuk,2026-01-05,132.0,Hujan Ringan,750000.0,Tinggi,1
2026-02-07,BRT-01,STOP-005,2026-02-07 16:47:00,2026-02-07 16:51:00,35,52,Saturday,5,Weekend,16,Sore Sibuk,2026-02-07,148.57142857142858,Berawan,750000.0,Tinggi,1
2026-02-13,BRT-02,STOP-017,2026-02-13 19:28:00,2026-02-13 19:38:00,45,33,Friday,4,Weekday,19,Sore Sibuk,2026-02-13,73.33333333333333,Hujan,750000.0,Sedang,1
2026-01-02,LRT-02,STOP-003,2026-01-02 09:51:00,2026-01-02 09:53:00,35,37,Friday,4,Weekday,9,Pagi Sibuk,2026-01-02,105.71428571428572,Berawan,750000.0,Tinggi,1
2026-01-09,LRT-02,STOP-011,2026-01-09 07:50:00,2026-01-09 07:58:00,45,77,Friday,4,Weekday,7,Pagi Sibuk,2026-01-09,171.11111111111111,Hujan,750000.0,Tinggi,1
2026-02-05,LRT-02,STOP-011,2026-02-05 08:35:00,2026-02-05 08:45:00,80,96,Thursday,3,Weekday,8,Pagi Sibuk,2026-02-05,120.0,Hujan,1500000.0,Tinggi,1
2026-02-12,MRT-01,STOP-008,2026-02-12 07:04:00,2026-02-12 07:10:00,35,113,Thursday,3,Weekday,7,Pagi Sibuk,2026-02-12,322.8571428571429,Hujan Ringan,750000.0,Tinggi,1
2026-01-28,BUS-12,STOP-008,2026-01-28 22:06:00,2026-01-28 22:13:00,45,24,Wednesday,2,Weekday,22,Malam,2026-01-28,53.333333333333336,Cerah,750000.0,Rendah,0
2026-01-09,BRT-02,STOP-008,2026-01-09 16:35:00,2026-01-09 16:38:00,35,16,Friday,4,Weekday,16,Sore Sibuk,2026-01-09,45.714285714285715,Cerah,750000.0,Rendah,1
2026-02-06,BUS-07,STOP-013,2026-02-06 09:39:00,2026-02-06 09:50:00,60,35,Friday,4,Weekday,9,Pagi Sibuk,2026-02-06,58.333333333333336,Berawan,750000.0,Rendah,1
2026-01-09,BRT-01,STOP-009,2026-01-09 19:27:00,2026-01-09 19:29:00,50,49,Friday,4,Weekday,19,Sore Sibuk,2026-01-09,98.0,Hujan,750000.0,Tinggi,1
2026-02-12,BRT-02,STOP-016,2026-02-12 12:28:00,2026-02-12 12:34:00,80,12,Thursday,3,Weekday,12,Siang,2026-02-12,15.0,Hujan,1500000.0,Rendah,0
2026-01-19,BRT-01,STOP-011,2026-01-19 22:32:00,2026-01-19 22:41:00,60,64,Monday,0,Weekday,22,Malam,2026-01-19,106.66666666666667,Hujan Ringan,750000.0,Tinggi,0
2026-01-28,LRT-02,STOP-005,2026-01-28 05:27:00,2026-01-28 05:37:00,80,58,Wednesday,2,Weekday,5,Dini Hari,2026-01-28,72.5,Hujan,1500000.0,Sedang,0
2026-01-22,BRT-01,STOP-014,2026-01-22 17:45:00,2026-01-22 17:54:00,80,75,Thursday,3,Weekday,17,Sore Sibuk,2026-01-22,93.75,Cerah,1500000.0,Tinggi,1
2026-02-10,MRT-01,STOP-006,2026-02-10 12:42:00,2026-02-10 12:50:00,60,84,Tuesday,1,Weekday,12,Siang,2026-02-10,140.0,Berawan,750000.0,Tinggi,0
2026-01-16,LRT-02,STOP-007,2026-01-16 12:36:00,2026-01-16 12:45:00,60,31,Friday,4,Weekday,12,Siang,2026-01-16,51.66666666666667,Cerah,750000.0,Rendah,0
2026-01-27,LRT-02,STOP-009,2026-01-27 12:02:00,2026-01-27 12:11:00,80,40,Tuesday,1,Weekday,12,Siang,2026-01-27,50.0,Berawan,1500000.0,Rendah,0
2026-01-21,BRT-02,STOP-004,2026-01-21 14:40:00,2026-01-21 14:45:00,50,28,Wednesday,2,Weekday,14,Siang,2026-01-21,56.00000000000001,Cerah,750000.0,Rendah,0
2026-01-17,BRT-01,STOP-010,2026-01-17 16:40:00,2026-01-17 16:44:00,60,44,Saturday,5,Weekend,16,Sore Sibuk,2026-01-17,73.33333333333333,Berawan,750000.0,Sedang,1
2026-01-05,BUS-12,STOP-005,2026-01-05 06:08:00,2026-01-05 06:13:00,80,47,Monday,0,Weekday,6,Pagi Sibuk,2026-01-05,58.75,Hujan Ringan,1500000.0,Rendah,1
2026-01-15,BRT-02,STOP-015,2026-01-15 14:09:00,2026-01-15 14:18:00,80,30,Thursday,3,Weekday,14,Siang,2026-01-15,37.5,Berawan,1500000.0,Rendah,0
2026-01-08,MRT-01,STOP-005,2026-01-08 18:26:00,2026-01-08 18:31:00,60,90,Thursday,3,Weekday,18,Sore Sibuk,2026-01-08,150.0,Berawan,750000.0,Tinggi,1
2026-01-12,MRT-01,STOP-003,2026-01-12 10:45:00,2026-01-12 10:54:00,35,49,Monday,0,Weekday,10,Siang,2026-01-12,140.0,Hujan Ringan,750000.0,Tinggi,0
2026-01-04,MRT-01,STOP-014,2026-01-04 12:43:00,2026-01-04 12:46:00,45,43,Sunday,6,Weekend,12,Siang,2026-01-04,95.55555555555556,Hujan Ringan,750000.0,Tinggi,0
2026-01-10,MRT-01,STOP-004,2026-01-10 13:18:00,2026-01-10 13:23:00,80,49,Saturday,5,Weekend,13,Siang,2026-01-10,61.25000000000001,Hujan Ringan,1500000.0,Sedang,0
2026-01-08,MRT-01,STOP-013,2026-01-08 09:21:00,2026-01-08 09:32:00,45,31,Thursday,3,Weekday,9,Pagi Sibuk,2026-01-08,68.88888888888889,Cerah,750000.0,Sedang,1
2026-01-08,BRT-02,STOP-012,2026-01-08 10:00:00,2026-01-08 10:06:00,45,27,Thursday,3,Weekday,10,Siang,2026-01-08,60.0,Berawan,750000.0,Sedang,0
2026-01-14,MRT-01,STOP-016,2026-01-14 20:12:00,2026-01-14 20:14:00,80,59,Wednesday,2,Weekday,20,Malam,2026-01-14,73.75,Hujan Ringan,1500000.0,Sedang,0
2026-01-17,LRT-02,STOP-009,2026-01-17 13:34:00,2026-01-17 13:45:00,60,16,Saturday,5,Weekend,13,Siang,2026-01-17,26.666666666666668,Hujan Ringan,750000.0,Rendah,0
2026-01-28,BUS-12,STOP-008,2026-01-28 12:49:00,2026-01-28 12:54:00,80,21,Wednesday,2,Weekday,12,Siang,2026-01-28,26.25,Hujan Ringan,1500000.0,Rendah,0
2026-02-04,BUS-07,STOP-009,2026-02-04 06:25:00,2026-02-04 06:31:00,35,1,Wednesday,2,Weekday,6,Pagi Sibuk,2026-02-04,2.857142857142857,Cerah,750000.0,Rendah,1
2026-01-19,LRT-02,STOP-002,2026-01-19 13:30:00,2026-01-19 13:41:00,60,26,Monday,0,Weekday,13,Siang,2026-01-19,43.333333333333336,Berawan,750000.0,Rendah,0
2026-02-02,BRT-02,STOP-012,2026-02-02 09:42:00,2026-02-02 09:53:00,60,6,Monday,0,Weekday,9,Pagi Sibuk,2026-02-02,10.0,Berawan,750000.0,Rendah,1
2026-02-09,BUS-12,STOP-005,2026-02-09 07:17:00,2026-02-09 07:26:00,35,59,Monday,0,Weekday,7,Pagi Sibuk,2026-02-09,168.57142857142858,Hujan,750000.0,Tinggi,1
2026-02-06,LRT-02,STOP-011,2026-02-06 15:54:00,2026-02-06 16:01:00,80,18,Friday,4,Weekday,15,Siang,2026-02-06,22.5,Hujan,1500000.0,Rendah,0
2026-01-14,BRT-02,STOP-017,2026-01-14 08:10:00,2026-01-14 08:18:00,45,48,Wednesday,2,Weekday,8,Pagi Sibuk,2026-01-14,106.66666666666667,Hujan Ringan,750000.0,Tinggi,1
2026-02-04,BRT-01,STOP-013,2026-02-04 12:36:00,2026-02-04 12:39:00,80,39,Wednesday,2,Weekday,12,Siang,2026-02-04,48.75,Hujan Ringan,1500000.0,Rendah,0
2026-01-08,BUS-07,STOP-003,2026-01-08 09:14:00,2026-01-08 09:23:00,80,22,Thursday,3,Weekday,9,Pagi Sibuk,2026-01-08,27.500000000000004,Cerah,1500000.0,Rendah,1
2026-01-14,BUS-12,STOP-006,2026-01-14 17:52:00,2026-01-14 17:56:00,80,45,Wednesday,2,Weekday,17,Sore Sibuk,2026-01-14,56.25,Hujan,1500000.0,Rendah,1
2026-02-13,BRT-02,STOP-005,2026-02-13 15:23:00,2026-02-13 15:31:00,35,7,Friday,4,Weekday,15,Siang,2026-02-13,20.0,Hujan,750000.0,Rendah,0
2026-02-04,LRT-02,STOP-015,2026-02-04 18:40:00,2026-02-04 18:50:00,60,69,Wednesday,2,Weekday,18,Sore Sibuk,2026-02-04,114.99999999999999,Cerah,750000.0,Tinggi,1
2026-01-10,BRT-01,STOP-001,2026-01-10 17:31:00,2026-01-10 17:41:00,50,50,Saturday,5,Weekend,17,Sore Sibuk,2026-01-10,100.0,Hujan Ringan,750000.0,Tinggi,1
2026-01-10,BUS-12,STOP-003,2026-01-10 08:42:00,2026-01-10 08:44:00,50,63,Saturday,5,Weekend,8,Pagi Sibuk,2026-01-10,126.0,Berawan,750000.0,Tinggi,1
2026-01-18,BUS-07,STOP-004,2026-01-18 11:20:00,2026-01-18 11:23:00,35,38,Sunday,6,Weekend,11,Siang,2026-01-18,108.57142857142857,Berawan,750000.0,Tinggi,0
2026-01-26,MRT-01,STOP-013,2026-01-26 12:28:00,2026-01-26 12:36:00,50,40,Monday,0,Weekday,12,Siang,2026-01-26,80.0,Cerah,750000.0,Sedang,0
2026-02-01,BUS-12,STOP-016,2026-02-01 07:22:00,2026-02-01 07:26:00,35,60,Sunday,6,Weekend,7,Pagi Sibuk,2026-02-01,171.42857142857142,Berawan,750000.0,Tinggi,1
2026-01-04,BUS-12,STOP-008,2026-01-04 09:53:00,2026-01-04 09:55:00,60,26,Sunday,6,Weekend,9,Pagi Sibuk,2026-01-04,43.333333333333336,Hujan,750000.0,Rendah,1
2026-01-22,BRT-02,STOP-005,2026-01-22 07:10:00,2026-01-22 07:14:00,35,73,Thursday,3,Weekday,7,Pagi Sibuk,2026-01-22,208.57142857142858,Hujan Ringan,750000.0,Tinggi,1
2026-01-09,BRT-02,STOP-011,2026-01-09 19:35:00,2026-01-09 19:39:00,80,22,Friday,4,Weekday,19,Sore Sibuk,2026-01-09,27.500000000000004,Hujan,1500000.0,Rendah,1
2026-01-13,BRT-02,STOP-007,2026-01-13 07:07:00,2026-01-13 07:14:00,45,48,Tuesday,1,Weekday,7,Pagi Sibuk,2026-01-13,106.66666666666667,Cerah,750000.0,Tinggi,1
2026-02-11,MRT-01,STOP-002,2026-02-11 09:14:00,2026-02-11 09:16:00,80,60,Wednesday,2,Weekday,9,Pagi Sibuk,2026-02-11,75.0,Hujan,1500000.0,Sedang,1
2026-01-08,LRT-02,STOP-016,2026-01-08 19:43:00,2026-01-08 19:48:00,50,54,Thursday,3,Weekday,19,Sore Sibuk,2026-01-08,108.0,Hujan Ringan,750000.0,Tinggi,1
2026-01-28,BRT-02,STOP-015,2026-01-28 20:28:00,2026-01-28 20:30:00,80,46,Wednesday,2,Weekday,20,Malam,2026-01-28,57.49999999999999,Hujan Ringan,1500000.0,Rendah,0
2026-02-09,BRT-02,STOP-003,2026-02-09 14:34:00,2026-02-09 14:42:00,35,28,Monday,0,Weekday,14,Siang,2026-02-09,80.0,Hujan Ringan,750000.0,Sedang,0
2026-01-06,BRT-01,STOP-001,2026-01-06 19:53:00,2026-01-06 19:59:00,80,25,Tuesday,1,Weekday,19,Sore Sibuk,2026-01-06,31.25,Cerah,1500000.0,Rendah,1
2026-02-09,LRT-02,STOP-013,2026-02-09 08:40:00,2026-02-09 08:43:00,80,76,Monday,0,Weekday,8,Pagi Sibuk,2026-02-09,95.0,Cerah,1500000.0,Tinggi,1
2026-01-28,MRT-01,STOP-012,2026-01-28 10:16:00,2026-01-28 10:23:00,35,39,Wednesday,2,Weekday,10,Siang,2026-01-28,111.42857142857143,Cerah,750000.0,Tinggi,0
2026-01-23,LRT-02,STOP-016,2026-01-23 14:21:00,2026-01-23 14:32:00,80,31,Friday,4,Weekday,14,Siang,2026-01-23,38.75,Hujan Ringan,1500000.0,Rendah,0
2026-02-05,BUS-07,STOP-014,2026-02-05 09:13:00,2026-02-05 09:20:00,60,22,Thursday,3,Weekday,9,Pagi Sibuk,2026-02-05,36.666666666666664,Cerah,750000.0,Rendah,1
2026-01-09,BUS-07,STOP-016,2026-01-09 11:52:00,2026-01-09 12:02:00,50,36,Friday,4,Weekday,11,Siang,2026-01-09,72.0,Hujan,750000.0,Sedang,0
2026-01-08,MRT-01,STOP-002,2026-01-08 22:36:00,2026-01-08 22:42:00,45,55,Thursday,3,Weekday,22,Malam,2026-01-08,122.22222222222223,Berawan,750000.0,Tinggi,0
2026-02-14,BRT-01,STOP-005,2026-02-14 08:22:00,2026-02-14 08:24:00,50,77,Saturday,5,Weekend,8,Pagi Sibuk,2026-02-14,154.0,Berawan,750000.0,Tinggi,1
2026-01-24,LRT-02,STOP-014,2026-01-24 19:26:00,2026-01-24 19:36:00,45,20,Saturday,5,Weekend,19,Sore Sibuk,2026-01-24,44.44444444444444,Cerah,750000.0,Rendah,1
2026-01-14,BUS-07,STOP-012,2026-01-14 09:18:00,2026-01-14 09:22:00,45,38,Wednesday,2,Weekday,9,Pagi Sibuk,2026-01-14,84.44444444444444,Hujan,750000.0,Sedang,1
2026-02-12,BUS-12,STOP-006,2026-02-12 19:50:00,2026-02-12 19:59:00,35,8,Thursday,3,Weekday,19,Sore Sibuk,2026-02-12,22.857142857142858,Hujan Ringan,750000.0,Rendah,1
2026-01-26,MRT-01,STOP-015,2026-01-26 15:03:00,2026-01-26 15:13:00,50,64,Monday,0,Weekday,15,Siang,2026-01-26,128.0,Hujan,750000.0,Tinggi,0
2026-02-03,BUS-12,STOP-007,2026-02-03 05:47:00,2026-02-03 05:49:00,45,37,Tuesday,1,Weekday,5,Dini Hari,2026-02-03,82.22222222222221,Hujan Ringan,750000.0,Sedang,0
2026-02-03,BRT-02,STOP-004,2026-02-03 14:47:00,2026-02-03 14:51:00,50,20,Tuesday,1,Weekday,14,Siang,2026-02-03,40.0,Hujan,750000.0,Rendah,0
2026-01-25,MRT-01,STOP-007,2026-01-25 14:43:00,2026-01-25 14:47:00,60,85,Sunday,6,Weekend,14,Siang,2026-01-25,141.66666666666669,Cerah,750000.0,Tinggi,0
2026-01-02,BUS-12,STOP-013,2026-01-02 11:39:00,2026-01-02 11:44:00,50,28,Friday,4,Weekday,11,Siang,2026-01-02,56.00000000000001,Hujan,750000.0,Rendah,0
2026-02-11,BRT-01,STOP-006,2026-02-11 14:03:00,2026-02-11 14:11:00,50,41,Wednesday,2,Weekday,14,Siang,2026-02-11,82.0,Cerah,750000.0,Sedang,0
2026-01-10,BUS-12,STOP-010,2026-01-10 05:44:00,2026-01-10 05:55:00,80,0,Saturday,5,Weekend,5,Dini Hari,2026-01-10,0.0,Hujan Ringan,1500000.0,Rendah,0
2026-01-06,BRT-02,STOP-015,2026-01-06 07:37:00,2026-01-06 07:48:00,80,58,Tuesday,1,Weekday,7,Pagi Sibuk,2026-01-06,72.5,Cerah,1500000.0,Sedang,1
2026-01-15,BRT-02,STOP-003,2026-01-15 19:11:00,2026-01-15 19:14:00,45,39,Thursday,3,Weekday,19,Sore Sibuk,2026-01-15,86.66666666666667,Hujan Ringan,750000.0,Tinggi,1
2026-01-18,BRT-01,STOP-009,2026-01-18 06:01:00,2026-01-18 06:04:00,80,60,Sunday,6,Weekend,6,Pagi Sibuk,2026-01-18,75.0,Cerah,1500000.0,Sedang,1
2026-02-07,LRT-02,STOP-015,2026-02-07 18:42:00,2026-02-07 18:48:00,35,70,Saturday,5,Weekend,18,Sore Sibuk,2026-02-07,200.0,Hujan,750000.0,Tinggi,1
2026-01-14,MRT-01,STOP-012,2026-01-14 16:22:00,2026-01-14 16:28:00,50,39,Wednesday,2,Weekday,16,Sore Sibuk,2026-01-14,78.0,Hujan Ringan,750000.0,Sedang,1
2026-01-16,MRT-01,STOP-005,2026-01-16 08:09:00,2026-01-16 08:18:00,35,77,Friday,4,Weekday,8,Pagi Sibuk,2026-01-16,220.00000000000003,Cerah,750000.0,Tinggi,1
2026-01-19,BUS-07,STOP-017,2026-01-19 07:37:00,2026-01-19 07:42:00,45,63,Monday,0,Weekday,7,Pagi Sibuk,2026-01-19,140.0,Hujan,750000.0,Tinggi,1
2026-01-31,BUS-12,STOP-006,2026-01-31 16:04:00,2026-01-31 16:08:00,80,30,Saturday,5,Weekend,16,Sore Sibuk,2026-01-31,37.5,Berawan,1500000.0,Rendah,1
2026-02-03,MRT-01,STOP-017,2026-02-03 08:06:00,2026-02-03 08:10:00,60,79,Tuesday,1,Weekday,8,Pagi Sibuk,2026-02-03,131.66666666666666,Berawan,750000.0,Tinggi,1
2026-01-26,BRT-02,STOP-011,2026-01-26 09:30:00,2026-01-26 09:36:00,45,47,Monday,0,Weekday,9,Pagi Sibuk,2026-01-26,104.44444444444446,Berawan,750000.0,Tinggi,1
2026-01-07,BUS-12,STOP-010,2026-01-07 16:33:00,2026-01-07 16:41:00,35,12,Wednesday,2,Weekday,16,Sore Sibuk,2026-01-07,34.285714285714285,Hujan Ringan,750000.0,Rendah,1
2026-01-31,BRT-01,STOP-002,2026-01-31 15:24:00,2026-01-31 15:30:00,60,45,Saturday,5,Weekend,15,Siang,2026-01-31,75.0,Cerah,750000.0,Sedang,0
2026-02-14,BRT-02,STOP-015,2026-02-14 09:42:00,2026-02-14 09:46:00,50,60,Saturday,5,Weekend,9,Pagi Sibuk,2026-02-14,120.0,Hujan Ringan,750000.0,Tinggi,1
2026-02-07,LRT-02,STOP-009,2026-02-07 13:41:00,2026-02-07 13:48:00,35,24,Saturday,5,Weekend,13,Siang,2026-02-07,68.57142857142857,Hujan Ringan,750000.0,Sedang,0
2026-01-04,BUS-07,STOP-011,2026-01-04 16:52:00,2026-01-04 16:59:00,80,10,Sunday,6,Weekend,16,Sore Sibuk,2026-01-04,12.5,Hujan Ringan,1500000.0,Rendah,1
2026-01-28,BUS-07,STOP-009,2026-01-28 22:03:00,2026-01-28 22:11:00,35,28,Wednesday,2,Weekday,22,Malam,2026-01-28,80.0,Cerah,750000.0,Sedang,0
2026-01-24,MRT-01,STOP-009,2026-01-24 21:53:00,2026-01-24 22:04:00,50,71,Saturday,5,Weekend,21,Malam,2026-01-24,142.0,Hujan Ringan,750000.0,Tinggi,0
2026-01-21,BRT-02,STOP-001,2026-01-21 15:11:00,2026-01-21 15:18:00,50,7,Wednesday,2,Weekday,15,Siang,2026-01-21,14.000000000000002,Berawan,750000.0,Rendah,0
2026-01-30,MRT-01,STOP-004,2026-01-30 12:39:00,2026-01-30 12:41:00,60,34,Friday,4,Weekday,12,Siang,2026-01-30,56.666666666666664,Cerah,750000.0,Rendah,0
